,0
6468,linda3255
6469,xoxojamieee
6470,sabbyolo
6471,altheaong
6472,el.crystal_
6473,itsjustckm
6474,ohlalacandicelewis
6475,iris_tan75
6476,gingerhusky
6477,gioannetan
6478,eileentay7
6479,luffbebe
6480,scsn89
6481,jolinelzh
6482,heyccarissa
6483,cyndilhb
6484,hersnails
6485,chrismiyuki93
6486,resvagaz
6487,dancesingirl
6488,wii_gems
6489,choco_lover7
6490,stoneleader1122
6491,syuhlahwhatelse
6492,datinyahm
6493,sharonlim69
6494,iam_eve_lyn
6495,bibiwby
6496,helena_baet
6497,sweetsap_
6498,adelinehuixiu
6499,gohsiewling
6500,uruturut_sg
6501,jstsyannn
6502,queeny79
6503,norizillya
6504,masraphayu
6505,cezzyme
6506,ninette_nritya
6507,idcidkk_
6508,melpiques
6509,mena_nadaraja
6510,farhanah_banu
6511,andversakura
6512,shirleychiam
6513,raz.ana2.4
6514,mswonderme
6515,glossy.ing
6516,_jazreel2308_
6517,beeoobee
6518,rubychopra23
6519,valshopy
6520,lynn.tran.1609
6521,ebidawn
6522,yanchinggg
6523,suraidah545
6524,odin_heims_energy
6525,lin_gg
6526,katelynz_22
6527,sheilakoh_1630
6528,linda_lynne74
6529,_nina_dewi
6530,suharnirangkuti
6531,orangeholicsanonymous
6532,christ_lhl
6533,riany.mk_
6534,0409hunnybunny
6535,lizmok80
6536,cuteyling
6537,surerain
6538,atergal96
6539,txshxx_y
6540,joehakay
6541,sjtan29
6542,milkktyi_
6543,eywytu
6544,deniseminz
6545,teqlura
6546,sarah_tlc
6547,thuijun87
6548,eeleenz10
6549,gwenzyggy
6550,imapinktiger
6551,sharonjohns
6552,s.e.r.e.n.a_15
6553,mileisle
6554,watashihoon
6555,cass.limhn
6556,kar_thin9
6557,shayla_khan33
6558,vrages
6559,lyadelicia
6560,karenjeanie
6561,poyosann
6562,juvviee
6563,mrsbelindasng
6564,sotongxia
6565,ggnett
6566,yy_gems
6567,r_o_g_u_e_x
6568,andreanamah
6569,momoko_pinko
6570,itzz_cedmuffin
6571,shasha_dian_postanatal_massage
6572,lingtiek
6573,aglashartistry
6574,ye.vanessa
6575,xiixxi
6576,shadnerlee
6577,simplybnette
6578,dillaaazman
6579,ithinkurpretty_
6580,nasyibasahari
6581,rameshanti
6582,neetamulani
6583,acewilly
6584,sanz_ng
6585,jaztals
6586,ivyyzf13
6587,nuragrams
6588,_cakeaddict_
6589,nonie_razni
6590,nana87khalisha05
6591,amsyeo
6592,yi.sheng.suo.ai
6593,jenellemint
6594,_watashi_no_namae_wa_meezito_
6595,preity31
6596,pauline_peaceluvjoy
6597,jolenesiow
6598,kalkal_88
6599,stephxlj
6600,chenhm
6601,basirahghaffor
6602,fhoonglaidoris
6603,garciaastra
6604,iman_qasehmelyaasyah
6605,free_mala7432
6606,jazeltwy
6607,agatesuiseki21
6608,ramalfa13
6609,kalaivani_1112
6610,seowml
6611,theselfobsessed
6612,jocelyntan89
6613,nooraneesha
6614,lugo0302
6615,shereen_yht
6616,iammariambegum
6617,capricorngirlie
6618,venny_goh
6619,rainbow7282838
6620,irwani69
6621,moonshinetea
6622,sblovelytan101
6623,lockilicious82
6624,jxprawnie
6625,junsapen
6626,antzaoka
6627,yrwei
6628,healthy_living977
6629,cloudiecynn
6630,elffaw00
6631,nrlmrh
6632,lilmorgiebear
6633,fifi1427
6634,anne_tlk
6635,yishunliushabao
6636,nicemumzilla
6637,farelynn.farah
6638,fairyharay
6639,ismia_ny
6640,crystalyeoyo
6641,diana_suvito
6642,6i.xia
6643,sheisaworkerholic
6644,evodanseur
6645,anntan_sw
6646,adniel_yuki
6647,mousie_mousie
6648,ang.meizhen
6649,karinelovex3
6650,aineesar
6651,bibianpooh
6652,geoglogy
6653,shameema_amar
6654,rainbowstory101
6655,sheryl_cyl
6656,julianayjx
6657,rubyt82
6658,overandover4gain
6659,il211092
6660,suhaida_johari
6661,thebeadingbuddies
6662,eda.alhinduan
6663,jhamskii
6664,dhiahli
6665,naumashezadarif
6666,anna_githa
6667,kymgoh28
6668,shokureun
6669,delisha_matin46
6670,shasyafiqah
6671,aslegacysingapura
6672,_02pandora
6673,kellycadebby
6674,suraiyahmdyussof
6675,weiyin91
6676,jade.jade.jadyn
6677,chooontheroad
6678,estherhengheng
6679,fishesandteasweeterthansweet
6680,stkgstan
6681,elenasophiely
6682,baoisthequeen
6683,lily_tulipsunshine77
6684,crystellecrystell
6685,absolutlyayu
6686,karen_tanbuurman
6687,nurbudyhasni
6688,cynthia_laau
6689,michluvlyfe
6690,yong.amber
6691,marieangelib
6692,ninaezhar
6693,rudziahj
6694,bellalow73
6695,tiq_zad
6696,crystalfleas
6697,muilkyway
6698,jarjar_yus
6699,_notinuseanymre06
6700,clare.liu.wj
6701,airus06
6702,lilingxx
6703,geekymint
6704,uniquely_craftstitch
6705,etheliim
6706,christina.nana.528
6707,thiscelinedioncannotsing
6708,mashhmallow
6709,casstancass
6710,sanastasias
6711,martinatan8
6712,stephystephanine
6713,maribeljoy13
6714,crystal.love________
6715,drummingkitten
6716,elsielhy
6717,lau2gwapa
6718,stephyeliza
6719,time.n.mind.stones
6720,xinyingwxy
6721,idreamofunicornsssssssssss
6722,xx.x.xxh
6723,arienvalo
6724,dian_postnatal
6725,x1up1ng
6726,pauline_kin
6727,crystall_moon
6728,imra_mansor
6729,yihui07
6730,fuyuko_nyj
6731,citraagusten
6732,hk.patricia
6733,annkay85
6734,countingmygoodblessings
6735,keigem.co
6736,chiaxiner
6737,reenreen_lee
6738,joos_kitchen
6739,foxyfazy
6740,siewzen
6741,shanice.xj
6742,notchannyy
6743,peacemakercandles
6744,nicolexingmei
6745,_glowygems
6746,insta.worldcrystal
6747,verindachoo
6748,monmonfei
6749,crystals_treasure21
6750,shea7_shea7
6751,airporkqi
6752,ling_cheah
6753,kozw_
6754,shree_jewellers2021
6755,pinky.theporky
6756,thera.joane
6757,leiame.co
6758,suhaidah_habeed
6759,st3phtan
6760,jacquelineodelia
6761,tang.xinxing
6762,lilmisslate
6763,atelier.nanae.iwami
6764,fion_yang
6765,woshilingmong_xiu
6766,drea.ng
6767,ji_ru2122
6768,kaikoontan
6769,jenny.tengg
6770,hazel.wong.14019338
6771,ng_jenjen
6772,larissa.h.tan
6773,nurulfathia
6774,chasing.fox
6775,boopteehee
6776,wen_lian_86
6777,t.kerdmeetun
6778,indostone_
6779,tsengmui
6780,audreyk0h
6781,lalalandella
6782,augustinecck
6783,jocethm
6784,devinvimala
6785,jeslinreneejoven
6786,miyavbi
6787,tqiaoli
6788,ongsm95
6789,vyvykyler_nailistic
6790,safarramadhan2865
6791,aifa_chubbyrose
6792,j3ssicaliang
6793,txrine
6794,bunnyqwennie
6795,_kateyk
6796,mikiloh
6797,xbelieving_.in._thyselfx
6798,tulipplim
6799,whitejadeting_
6800,rootsstalks
6801,insanelychubby
6802,mich.law29
6803,sarita_giri_jadhav
6804,i_am_goopiez
6805,suepingg
6806,xin.moments
6807,kikosy
6808,cutie_mouse_me
6809,aprilsongjl
6810,ohhmystephy
6811,wen2807
6812,jewelry_stone_warehouse
6813,imsointoyouyouyou
6814,iamkahmoon
6815,greennthinking
6816,elfi319
6817,aesliet
6818,binbin.victoria.huang
6819,doudouhuahuaaaaa
6820,j.__.nice
6821,carolinetay64
6822,minying.chen.3
6823,xindi10
6824,_rachel_chin
6825,lalaqueen
6826,gejoan1980
6827,etyr_
6828,vonnieloh
6829,liyiingchen
6830,xiang_crystal_wholesale
6831,xinyiazure
6832,jexson2021
6833,luisyun
6834,izaaa
6835,karmun0310
6836,99999.888888l
6837,niujnsg
6838,huanminn
6839,sanshainbea
6840,xingyuxx
6841,jenniewong1762
6842,chuilii
6843,sidney.wq
6844,teohweekiang
6845,kendy_mei
6846,jass._.j
6847,njnjes
6848,belle_nuit
6849,lps_08
6850,bigbeadybabe
6851,lizhu2712
6852,surianilixia
6853,loldollmama
6854,mingli_tok
6855,joeychinkimmei
6856,chengyee_tang
6857,veratan81
6858,mochaswiss
6859,goldieboy_goldiecox
6860,weiweinomx
6861,niselaw
6862,loveloveireneirene
6863,leenbaby2308
6864,happysisa
6865,94.303
6866,jay_chitra
6867,amaryllisaw
6868,sg_bee_me
6869,estee0112
6870,i.liew
6871,chocolatecrazy13
6872,ginnypow
6873,sandyng1509
6874,estherc.cai
6875,_tresbeautresbelle_palingmanis
6876,feoncha
6877,mich_tantan
6878,applepined
6879,l33_p3i
6880,nudeandjar
6881,christyecm
6882,effahakina
6883,little.mumulin
6884,janejanespices
6885,i_lead_my_own_life
6886,dorisgsg1956
6887,kittyciaa
6888,mbeautyroomkk
6889,aysha.ong
6890,regina_resa
6891,chia0019
6892,huhu_gotlulu
6893,okiedokie88
6894,shirleyongchan
6895,gracies2019
6896,ashkea
6897,clarra_tang
6898,beauty4you77
6899,miznahamid_
6900,imsiewhai
6901,alicenyl
6902,omaung75
6903,hellolemonnnnnn
6904,aishwarrior
6905,nishajijaykumar
6906,srikandiputri
6907,errchan
6908,candicetlx
6909,mishisushi
6910,charabyt
6911,benberryasia
6912,celene_yu
6913,purpleeheart55
6914,dawn_neo
6915,lynnaurah
6916,ojesh_mildred
6917,devinarajpal
6918,perlz_lin
6919,ppbaobao202
6920,themamabeads
6921,loveinbetween
6922,thereselau
6923,jeweljgpr
6924,ummufawwaz168
6925,joycejn3384
6926,ah_chchoo
6927,shiroi_sangatsu
6928,momomoschino
6929,yhsayshi
6930,itzjust_grace
6931,rece_renee1
6932,_miaoling
6933,furristica
6934,indoenergy_eartcrystal
6935,dada_etyy_18
6936,melisloveee
6937,oh.serendipity.crystal
6938,7inda87
6939,janetohsy
6940,azlean.16
6941,aqillizqisya
6942,mindxcircus
6943,miko3029
6944,mialim88
6945,yoonhoong
6946,sisihong
6947,boba_ru
6948,caminhyun.h
6949,emomotamus
6950,gladyscasati
6951,anida_md
6952,kellyy.teo
6953,sheemahzainal
6954,akiiyu_t
6955,meishan_t
6956,charaminew
6957,sy4451
6958,stylewithmisstracy
6959,butterflydreamer111
6960,charmaine_siew24
6961,jassicalmf18
6962,77siewching
6963,aprilzhuopeihua
6964,becauseilove_shopping
6965,kiokoangel
6966,8rendalin
6967,gerbb9
6968,aaggby
6969,nidznad
6970,junelaureane
6971,runawaycandy
6972,w0debaby
6973,porstacy
6974,cue.pjay
6975,lynnyiew323
6976,happy_heart_essential_oil
6977,sunnieyx
6978,irist2112
6979,sil_ver0517
6980,lene.wee
6981,missyblack15
6982,baby_qi0511
6983,yingchunlow
6984,love_minmore
6985,cavalier_taek
6986,xujingjia
6987,reginekaneshiro1105
6988,dreamingofsplendidgems
6989,sue_layman
6990,carrieislala
6991,ying.ver.2.7
6992,pauuliineeee
6993,hollandpotato
6994,prisclee
6995,intanmia525
6996,yinghui10
6997,scullyzee
6998,brendokipo
6999,chinbeeee
7000,shellasotong
7001,ainilee88
7002,lysandraliz
7003,sesirelove
7004,maiyamuhriz
7005,annamarieaac
7006,angelinelim85
7007,wyp_ping55
7008,sitiii_lee
7009,alliethemissy
7010,winksnow
7011,carinechiok
7012,lilyteolc
7013,hoodoreen
7014,okjannikki
7015,warnda
7016,wendybriseis
7017,rachelstarz
7018,skincareapril22jane
7019,euniceksh
7020,xiuxiu87
7021,boeyjessie
7022,l_alk_26
7023,xx.bxby_nurxl.xx
7024,abbyxx
7025,irlywish
7026,elynsim
7027,zpalice
7028,nourelhales
7029,sillyilimillie
7030,byeol_crystals
7031,gineginechan
7032,crystal_lovers___
7033,bubbleshiok
7034,py_pauline
7035,teriblurlove
7036,magdalenetaychien
7037,babemariae
7038,_beautyofblackandwhite_
7039,liingx
7040,omgminicollection
7041,jorish85
7042,forbiddenlilyart
7043,azizahsuriza
7044,sharonchiasj
7045,aishahsahar
7046,_.ra__en._
7047,nny00._
7048,aud_awesome
7049,mcww1105
7050,yourholymama
7051,piggerellas
7052,jennabunnz
7053,erinni3
7054,esther_siewling
7055,sparkles.plus
7056,liambear0619
7057,sixuan_goh
7058,juncats
7059,kuroiyuko
7060,oohsomel
7061,c.i.e.n
7062,joycek11
7063,karenteoh25
7064,dulcinea_hazi
7065,xxkrischimxx
7066,abigailayj
7067,d_y_w_l
7068,wombat300
7069,sg_igshopaholic
7070,angie_2104
7071,yip_heng
7072,dahleen_97
7073,ohmyanchovy
7074,spiny.crystals
7075,mvcalub
7076,iranirwan
7077,bbeautyqueenie
7078,wtszks
7079,niseno12
7080,summeraurora_vivi
7081,nattineew
7082,georgigorgeous
7083,veronica_tam9449
7084,hmmz09
7085,egi_stone
7086,d.niseeyy
7087,dora_hinra
7088,beads_love_by_wl
7089,bling.tan
7090,sherlyn_tsw
7091,cherissehoongmeitheng
7092,fendikhan
7093,lovelle.chenxi.chia
7094,jazz._.seow
7095,chiuhoon.li
7096,pico_ling
7097,glorious_anchor_
7098,shirleysewtherapy
7099,sophiasng
7100,joeylpylpy
7101,poppysmic03
7102,nettiawonderland
7103,jay_fea.ther
7104,kw.annann
7105,adeline_francesca
7106,noramakemesing
7107,jo_wannasee
7108,the_papillon_
7109,t.w.i.r.z
7110,dollipopsies
7111,jerelyn_celia
7112,gebrmejo
7113,yvontan75
7114,klialim
7115,mee.in.the.stars
7116,shoku_nemo
7117,cher.vilicious
7118,mymusicfingers
7119,moms_crystal
7120,iamchenanna
7121,druzeedot
7122,caravancavanos
7123,3llll92
7124,momobelleash
7125,stalclza
7126,gwendelyn
7127,alohawhoohoo
7128,mummypooh85
7129,seolki90
7130,thanhngpmu
7131,sidiqgemstons
7132,steffywoofy
7133,thecakerieclub
7134,gaosiaotanh
7135,raiysahsetone
7136,zoechengg
7137,crystal_magic_99
7138,jenjenshopaholic
7139,csy_jen
7140,msleneyyy
7141,amour.luna_
7142,tanbl.michelle
7143,eightartcrystal
7144,rebeccachan1991
7145,jingxuan_jj
7146,lemonchillipadi
7147,lynangbl
7148,mrstalon158
7149,weiishann
7150,aliciaaalimm
7151,missy.mj
7152,jasmine_668
7153,suma.balakrishna
7154,clayandbits
7155,leeenettnett
7156,qiqiang9203
7157,jasmine_applenut
7158,eggyolkcrystals
7159,lmamyng
7160,kooky.cutter
7161,cherlynhow
7162,endz_dell
7163,germaineching
7164,jngyvlr
7165,keziah_lan
7166,absolutenaturalbeauty
7167,pleatsandfleur
7168,lindyamethyst
7169,holly_min0105
7170,jasminephua0115
7171,peiyin_wei
7172,im_mo_on
7173,soopris
7174,wholesalecrystal.jasmine
7175,__wamsy
7176,alde_crystal
7177,hjh_kraton
7178,carissaljh
7179,fluffy_elsie
7180,jolenemario
7181,nicoleleewm
7182,felinayow
7183,kate_cah
7184,kesiao
7185,simplyoilz
7186,pinkiedinkies
7187,beatrish
7188,kimngwen
7189,auroralaura__
7190,lifongbee
7191,joanna_lyz
7192,nurasz
7193,estherysx
7194,shinevy
7195,chewchewchewchewchew
7196,chualaykhim
7197,darcheavril
7198,cpkimmy
7199,risbaby83
7200,traslintay
7201,rachelbong95
7202,annabelohh
7203,crysplutomania
7204,s.f.wz
7205,jasmineohyr
7206,huijunnn_
7207,amfickleminded
7208,dewiiideww
7209,amiwellnesscorner
7210,msstephhy
7211,_sandrawang_
7212,capri501
7213,laurachyy_
7214,kexin_kxteo
7215,cheryl_and_kate_
7216,maleriegoh
7217,janice_yyip
7218,yenzycarol
7219,puwawa79
7220,stellaaaaaac
7221,littlemoresparklesg
7222,quekiris
7223,muse1meijia
7224,pholetphoto
7225,yvonneyeo
7226,_sohsoh__
7227,stacey_qi
7228,sitinariah
7229,sherlicia
7230,veniseelim
7231,ascpink
7232,winnie_nyc
7233,azumeee
7234,candabanana
7235,ngnicole
7236,misonfaith
7237,bel9797
7238,chiang4099
7239,carolboogiebabe
7240,pepperedsilvers
7241,atsuki.sg
7242,jadeying
7243,ziyikuek
7244,joycelynpohpp
7245,skycat1303
7246,fionahp11
7247,hidden.boudoir
7248,miss_leaf_luv_bel
7249,fondantcandy
7250,nuttymish
7251,lindawee88
7252,lynn_yew
7253,lynnnnnnna
7254,indecisivesasha
7255,may_yap117
7256,______jerolilbell_______
7257,msvivaviv
7258,athirah_isma
7259,azfura
7260,jh_faith
7261,ladymissdiva
7262,jette_hzl
7263,desinysg
7264,ivs_na
7265,ice77_md
7266,radiah_zainol
7267,lauras_aura
7268,tlydianee
7269,sokchengsu
7270,acey_wacey
7271,stellaxueer
7272,wen_wen_libra_rox
7273,mseffa_jewels
7274,chloelke
7275,linayr
7276,yenpeng.tan.18
7277,aarianaabdullah
7278,ivyleekh123
7279,cindylpf
7280,summer87lim
7281,ireneisthename
7282,evanivanmummmy
7283,bsclaire2016
7284,selina_love_bob
7285,sheraneho
7286,poonam.deshpande
7287,qlnrui
7288,kimtsara
7289,yellow_narcissus
7290,ann.jouu.k
7291,beeyean_
7292,sarah_fairyme
7293,s1mplyuniquefel
7294,tranquilsereniti
7295,jasminetlx
7296,clcc08
7297,blueblackpurplepink
7298,tangyousomuch
7299,jas_be_me
7300,ivy2967
7301,danii_crystal_seller
7302,yizhen7682
7303,joeynzy
7304,missjun89
7305,errlyynno
7306,zzhizzz
7307,sclorra
7308,michiyoangelica12
7309,prissyy
7310,michyap_
7311,s_hermit_e
7312,lihoon2004
7313,auddd_ong
7314,robiah_aziz
7315,mrpopiah
7316,priscillaleecc
7317,cheonging1101
7318,mintaminah
7319,xinjuanz
7320,sam_2876
7321,lian.x9
7322,jamie_liing
7323,klingsmail
7324,mmqisya
7325,hooishan9932
7326,lilylim18
7327,soonwee1984
7328,_qweenie7_
7329,mommypeppi
7330,evonchc
7331,chee.wan.908
7332,amiardilablitar
7333,jeslintjl
7334,beprettywith_daphne
7335,jaslyn.teo.s.c
7336,cherilynjefferson
7337,nnyogis
7338,tortilla_cornchips
7339,sexycherry
7340,sweesays
7341,kasminntan
7342,dliu0507
7343,huiyuu
7344,laviamgrath
7345,jeryong19
7346,dreambythemoonandsun
7347,melswee
7348,heartness87
7349,maple26
7350,painz_n_gainz
7351,ariel_cheng
7352,anastacia.3527
7353,angelsallaroundsg
7354,syl_wanhui
7355,elaineling84
7356,hypergamzz
7357,aihuiw
7358,713never
7359,nathanmages_0324
7360,peg.tan
7361,corrinneed
7362,workingmum.creates.eats.love
7363,priscillatjy
7364,hippiejoyce
7365,winniebehwy
7366,bessie_l
7367,galaxycrystalsstore
7368,happylittlekidlahh
7369,jiji_jacob
7370,char.lee.19
7371,silverflame6713
7372,joanne_huimin
7373,joyceymy
7374,ttrayctan
7375,shaaaaaalini
7376,kate_isya
7377,hongguangismyname
7378,nvralba
7379,phuahpeichoo
7380,meiqitham
7381,hungryeatsleepoop
7382,alice_ng66
7383,meiday
7384,gneirrac
7385,jazloh33
7386,riniwong
7387,valarieang
7388,0112.jp
7389,strayrose
7390,seasonying
7391,ching2870
7392,kaykay_licious
7393,jacqyow
7394,michelluviolet
7395,tangxinl
7396,cikschery
7397,the.lycoris_
7398,san_teo_melody
7399,veron.orange
7400,miin.js
7401,crystal_kristall_sg
7402,exquisitehandmadefinds
7403,peaceofmelife
7404,angietjh
7405,caren79
7406,xie6042
7407,heidiramli
7408,ivylgh
7409,sansancheh
7410,avarcas_sg
7411,em.ilylim
7412,lunalululalun
7413,missy_rach_
7414,vaseemalik
7415,ncherann
7416,reginaleesy
7417,themeatic
7418,sarijaosman
7419,candy_empire
7420,dudesireeck
7421,cristallitek
7422,poyo_moochi_kiyo
7423,allaboutavia
7424,peonybeaudesign
7425,innomar
7426,ahbosshy
7427,thewayifelt
7428,mr_csoh
7429,joffanyz
7430,wen_n_jay
7431,rista_crystal
7432,dcharmzkc
7433,lucky_crystal_stone
7434,magdelinechua
7435,_xoxoyeo
7436,su_iifk
7437,cherylchanlw
7438,sooowinnie
7439,huierone
7440,ah_katz
7441,evelynn_e
7442,patricia.sim.547
7443,taziegal
7444,keusilyia
7445,qyyee
7446,ooohmira
7447,itsybitsyspiderishere
7448,cindy_yyy27
7449,kiuriouz
7450,ribbonsbonbonbon86
7451,ruilin31
7452,huangtaitaii
7453,yourfaerygodma
7454,my_linlim
7455,lilith___moon
7456,belleteoo
7457,krist.liling
7458,nght_c
7459,crissylllim
7460,sanlihe_crystal
7461,cafeteeny
7462,kaixiang_loh
7463,bintussadaa
7464,cindylovebun
7465,clhuang88
7466,iceland_82
7467,3milynicol3
7468,desmond_bay
7469,elsa_abdullah
7470,ngkl20
7471,tengxxttt
7472,tlxericia
7473,zhuli_li_25
7474,josieletters
7475,twinstar1984
7476,hhhhaaaahurhurhur
7477,axolotlprincess69
7478,sourplumqi
7479,onghappyforlife
7480,positive.vibes365
7481,cooldudehei
7482,best.tiramisu.sg
7483,thinkingoutl00ud
7484,saszruth
7485,fannie_jim
7486,meilinhiew
7487,walking.in.the.moonlight
7488,k.vronica
7489,jiayikhoh_jklmm
7490,zahi.dmehmud
7491,waynecarter.lai
7492,jjxcrystals
7493,jnjmx
7494,shop.monachopsis
7495,alwin.module
7496,kuahwenting
7497,ggermm
7498,je_nnifer1424
7499,ethelsiah
7500,asyiqinsharif
7501,alieniswyl
7502,cyn1810
7503,puteri_sheila
7504,xyz22cha
7505,missy_utopia
7506,helloemime
7507,nattiong
7508,esther_ger
7509,h_a_n_a_h_nails_
7510,jessically_lohyw
7511,ssanddyq
7512,emdream
7513,rienne.n
7514,seven.message
7515,myracelasis
7516,rickson_chials
7517,cocoa.cola2013
7518,aliezegarddy_172431
7519,northvirgo
7520,shellamuchtar
7521,viviankhq
7522,pinklim01
7523,audsieturvie
7524,abigail.koh.792
7525,o0paupau0o
7526,crystalixie_
7527,samsamjansevanvuuren
7528,l.wyyy
7529,rainingcows
7530,ahliahmin
7531,fitcoachrissy
7532,germaine_png
7533,jiejonjie
7534,shsookhan
7535,kikab_ou
7536,koko.teo
7537,casitintin
7538,kathleentrt428
7539,emmslynnn
7540,gorillamum
7541,itshayler
7542,lye.irene
7543,ele_panda_
7544,lenistye
7545,anakmummysayang
7546,alasak2
7547,robo.cat
7548,tinglingg__
7549,jennscendence
7550,agnessimhb
7551,simplyb.sg
7552,yuwensong90
7553,tinanapitupu
7554,beautylashes5397
7555,xinchrissy
7556,laveneisme
7557,stellanyl
7558,iffets79
7559,michlyh22
7560,kayathire
7561,snnyym_ca
7562,_celineenilec
7563,swangie
7564,sandy_suting
7565,zhae
7566,lovelights
7567,blingblinglyn1004
7568,ahgirlie
7569,tenajlow
7570,annamahdi
7571,ah_rie
7572,xcquinnx
7573,msclak
7574,nicolekitchen
7575,auntyclara
7576,dhanyaa.k
7577,joanne4679
7578,nabyycat
7579,cleonlum
7580,monmonlihai
7581,cookiemon83
7582,ribbons_katrina
7583,3my_amor
7584,gentlemasksg
7585,tinggyadventures
7586,ilpretzel
7587,sherene_lua
7588,pandoratherapy
7589,angieslsim
7590,239rain
7591,eleanorclh
7592,t.vvannn
7593,reannesahsum
7594,colynxfang
7595,the_crystal_seller
7596,iamsimya
7597,magcheezecake
7598,lumitingcandle
7599,iamaudreyhon
7600,wolf_crystal_treasures
7601,purple.lofts
7602,italolita
7603,catscrystals1995
7604,ellure_suping82
7605,healing_crystal_101
7606,aliciahzy
7607,wanglongqin42
7608,limpeiisme
7609,velvelel_
7610,visoh
7611,charshimii
7612,suzannee__sz
7613,jenniferjoannn
7614,yogi__bee
7615,must2ra_sunny
7616,raniaa_ihiri
7617,chirashidawn
7618,beauty_statement_sg
7619,latte.hazelnut
7620,twelvecrystals.sg
7621,sharooonny
7622,joycenyz
7623,peijia
7624,mizhermit_cheryl
7625,conyeelala
7626,jiajie_86
7627,enry.ong
7628,hulynette
7629,fellojellooh
7630,oulheelove
7631,ch_retrody
7632,tunggaljayagamestone
7633,lee.magdalina
7634,weeziswen
7635,sammi65
7636,fangycatlady
7637,christinakang_ks
7638,aly.accessories_official
7639,_tuyet999
7640,joannechengaia
7641,neojiajia
7642,crafts_for_kids_ideas_for_moms
7643,tehokosonggaopeng
7644,chrisgohhp
7645,lucasteoch
7646,mrs_al_jawad
7647,justmeliling
7648,stephy_bully
7649,iamjact
7650,jaslynraj
7651,jumpingontoast
7652,idahshaiful
7653,xxdee_dashingxx
7654,ayu_primadonna
7655,makeup2vanity
7656,sharoncy68
7657,vonzvonz
7658,julynora
7659,yvonntqm
7660,crystal0355
7661,whathepug
7662,ora.lim
7663,mozamawarberduri
7664,alanisbriana
7665,crystalbaog
7666,blesslinda
7667,deavenail
7668,jacy6048
7669,denisetsl
7670,nonsensicalst
7671,joselynntan
7672,sinnee_214
7673,meiling_karen
7674,ilivluvlaf
7675,_shwumei_
7676,hazelfcl
7677,jessicalumms
7678,jacelim82
7679,elyzabethcheah
7680,chloecocolicious
7681,minnnhang
7682,kallissssssss
7683,sarahlnk
7684,serenelingg
7685,eileentys
7686,oeqly_rock_crystal
7687,yantiyusof
7688,autumnilly
7689,elaine.chia.88
7690,stellameeko
7691,lenlihui
7692,lengtammei
7693,weshareshare
7694,xxcailingxx
7695,glowwithshin
7696,angelatwinkle
7697,tarra_crown
7698,beaut_j
7699,rinntef
7700,pufflepufffish
7701,ahoypopiah
7702,scorpiojang
7703,uanjug
7704,jellyblossomssg
7705,krisssy.chloe
7706,guanruijin
7707,tine.valiente
7708,maes1707
7709,purpleclover82
7710,just_alysson
7711,bernzyseow
7712,rzieyanie
7713,renren12
7714,mystravenz007
7715,dance_of_the_moon
7716,shinigamee
7717,mszoora
7718,phoebeyuen
7719,azeezasulaiman
7720,millennial_patisserie
7721,anakpakwan
7722,s.leighmyname
7723,nancy.ng
7724,lorraine.lxy
7725,phyllisfatballl
7726,tastelikeyong
7727,shirlylim7687
7728,nananana_tan
7729,shirlynlimcs
7730,ynnahsshanny
7731,chocolatefatish
7732,mushswiss69
7733,jennlim1201
7734,helloyumi1001
7735,emmerieca
7736,museedesloisirs11
7737,kiren.kaur16
7738,apple_teo90
7739,winzchng
7740,sgluxhomes
7741,renata_siulien
7742,manthadarling
7743,li2ha
7744,murni_sapuan
7745,tuzi.tan
7746,life_beau_tiful
7747,julialovestoeat
7748,rinawanh
7749,yvette.elyssabeth
7750,koko_.krunch
7751,mellykarminn
7752,ayu_yuyuu
7753,mcwy88
7754,karenchew33
7755,joyie424
7756,cynthia_yokelei
7757,jol0ho
7758,jessaiee
7759,chanelasw
7760,erda_naz
7761,bebe_luo
7762,instaxhan
7763,sharoninez_ruili
7764,babequee1234
7765,mammytwy
7766,mari3pachira
7767,gohjesseca
7768,yippriscilliapris
7769,bingchloe
7770,idol_choy
7771,zyblings
7772,haquyenmac
7773,yhanning
7774,meeha_leau
7775,blossomgem
7776,stephennie_
7777,jvntan
7778,gennn
7779,ahhcharlingam
7780,sijiaxz
7781,lovecristacruz
7782,faithlynnshang
7783,srifrhnsh
7784,tishapotatos
7785,gummiyuki
7786,aboohvjb
7787,pennylingam
7788,valzqx
7789,jennie0301
7790,thenameisfadila
7791,auraette.gems
7792,miss_snowfall_lim
7793,ainlayyinah
7794,helenchooh
7795,missmiyake
7796,ichigoberrie
7797,yenny.ng
7798,thewitchy.vibe
7799,hid_ing
7800,kopijen
7801,alexaphy10
7802,syeo_ron
7803,jo_zww
7804,meldela29
7805,cherrie0604
7806,coralgem
7807,puja_panday87
7808,gomes_stone123
7809,sandralqy
7810,lipiing
7811,jcjoan423
7812,theprincessn
7813,tanceline
7814,irisland4ever
7815,anthony_c.93
7816,jcjl6212
7817,lexsac
7818,cc.arolh_
7819,xiuhuilin_fairy
7820,krystalitebeauty
7821,sayhijoce
7822,nguijiamin
7823,alvkwek
7824,deeeelailah
7825,reneealwin
7826,roses_lavender
7827,fulia83
7828,shamini_raj
7829,thisgoodsober
7830,angellohsf
7831,pangweihao
7832,gsk_ng
7833,wend_tyteez
7834,valentpups
7835,velvetmemory
7836,lourveomry
7837,the_accessoriesedit
